carat,cut,color,clarity,price,stra.index
1.01,Premium,D,SI2,4805,4
1,Premium,E,SI1,4805,4
1,Very Good,E,SI1,4805,3
1,Premium,E,SI1,4805,4
1.01,Good,E,SI2,4807,2
1.01,Premium,G,SI1,4808,4
1,Ideal,E,SI2,4808,5
1,Ideal,E,SI2,4808,5
1.01,Premium,G,SI1,4808,4
1.01,Ideal,I,VS1,4808,5
1.01,Ideal,E,SI2,4808,5
1.1,Ideal,F,SI2,4809,5
0.97,Premium,F,SI1,4810,4
1.04,Premium,G,SI1,4811,4
1.04,Premium,D,SI2,4811,4
1.12,Ideal,I,SI1,4811,5
1.04,Premium,D,SI2,4811,4
1.24,Ideal,I,SI2,4812,5
1.01,Very Good,F,SI1,4812,3
1.04,Ideal,H,SI1,4812,5
1.02,Very Good,E,SI1,4813,3
1.16,Premium,H,SI1,4814,4
1.08,Ideal,G,SI2,4814,5
1.06,Premium,G,SI1,4815,4
1.21,Very Good,J,VS2,4816,3
1.11,Very Good,G,SI2,4816,3
1.08,Very Good,F,SI1,4816,3
1,Premium,H,SI1,4816,4
0.8,Ideal,F,VS2,4816,5
1.01,Good,F,SI1,4816,2
1.05,Ideal,F,SI1,4816,5
1,Premium,G,SI1,4816,4
1,Premium,H,SI1,4816,4
1,Premium,H,SI1,4816,4
0.91,Premium,D,SI1,4816,4
1,Premium,D,SI2,4816,4
0.94,Premium,D,SI1,4817,4
1.11,Good,I,VS1,4817,2
0.94,Premium,D,SI1,4817,4
1.02,Premium,D,SI2,4818,4
0.9,Ideal,D,SI1,4819,5
1.03,Good,I,VS2,4819,2
1.02,Premium,H,SI1,4819,4
1.02,Ideal,H,SI1,4819,5
1.02,Premium,H,SI1,4819,4
1.23,Ideal,F,SI2,4819,5
1.16,Premium,F,SI2,4820,4
1.01,Very Good,D,SI1,4821,3
1.01,Very Good,H,VS2,4821,3
1.01,Very Good,H,VS2,4821,3
1.01,Very Good,H,VS2,4821,3
1.01,Ideal,H,VS2,4821,5
1.01,Very Good,D,SI1,4821,3
1.01,Good,D,SI1,4821,2
0.91,Ideal,E,SI2,4821,5
0.91,Good,F,VS1,4823,2
0.91,Very Good,E,VS2,4823,3
0.91,Very Good,E,VS2,4823,3
0.91,Very Good,E,VS2,4823,3
0.91,Very Good,E,VS2,4823,3
0.91,Good,E,VS2,4823,2
1.02,Ideal,E,SI2,4824,5
1.07,Very Good,E,SI2,4824,3
1.21,Good,J,SI2,4824,2
1,Good,G,SI1,4824,2
1,Ideal,G,SI1,4824,5
1.29,Fair,F,SI2,4824,1
1.01,Ideal,H,SI2,4825,5
1.01,Ideal,I,SI1,4825,5
0.98,Very Good,H,VS2,4826,3
1.17,Very Good,I,SI1,4826,3
1.17,Very Good,H,SI2,4826,3
1.17,Good,H,SI2,4826,2
1.08,Premium,H,SI1,4826,4
1.39,Premium,I,SI2,4826,4
1.1,Very Good,H,SI1,4827,3
1.1,Ideal,H,SI1,4827,5
1,Very Good,G,SI1,4827,3
1.02,Premium,H,VS1,4827,4
1.04,Good,F,SI1,4828,2
1.2,Good,G,SI1,4828,2
1.01,Ideal,F,SI1,4829,5
1.01,Premium,F,SI1,4829,4
1.06,Ideal,H,SI2,4829,5
1.12,Ideal,I,SI1,4829,5
1.1,Ideal,E,SI2,4829,5
1.1,Premium,E,SI2,4829,4
1,Fair,F,VS2,4829,1
1.22,Premium,H,SI1,4829,4
1,Ideal,E,SI2,4829,5
1.07,Premium,H,VS2,4830,4
1.07,Ideal,H,SI1,4830,5
1,Very Good,H,SI1,4830,3
1,Very Good,H,SI1,4830,3
0.73,Ideal,E,VVS1,4830,5
1.2,Ideal,J,SI1,4830,5
1.15,Premium,H,SI2,4830,4
1.15,Premium,I,SI1,4830,4
1.15,Ideal,H,SI2,4830,5
1.01,Very Good,E,SI1,4830,3
1.15,Premium,H,SI2,4830,4
1.22,Premium,I,SI2,4831,4
1.2,Very Good,H,SI2,4831,3
1.2,Ideal,J,SI1,4831,5
1.01,Ideal,E,SI2,4832,5
1.07,Good,H,SI1,4832,2
1.1,Premium,F,SI2,4832,4
1.02,Ideal,F,SI2,4832,5
0.9,Premium,E,VS2,4833,4
0.93,Premium,G,VS2,4834,4
1.11,Very Good,G,VS2,4834,3
1.03,Very Good,H,SI1,4836,3
1.04,Ideal,I,SI1,4836,5
1.01,Very Good,H,SI1,4836,3
1.01,Very Good,H,SI1,4836,3
1.01,Good,H,SI1,4836,2
1.01,Premium,H,SI1,4836,4
1.01,Ideal,H,SI1,4836,5
1.01,Premium,H,SI1,4836,4
1.27,Premium,I,SI2,4836,4
1.01,Ideal,H,SI1,4836,5
1.01,Ideal,D,SI2,4837,5
1.15,Ideal,G,SI2,4838,5
1,Fair,G,VS2,4838,1
1,Good,G,VS2,4838,2
1.18,Ideal,I,SI2,4838,5
1.2,Premium,H,VS1,4838,4
1.2,Very Good,I,SI1,4838,3
1.2,Premium,J,SI1,4838,4
0.9,Ideal,H,VVS2,4838,5
1.2,Premium,I,SI2,4838,4
1.2,Fair,J,SI1,4838,1
1.2,Premium,J,SI1,4838,4
0.9,Premium,F,VS2,4838,4
0.9,Ideal,F,VS2,4838,5
1.2,Premium,J,VS2,4839,4
1.01,Good,H,VS2,4839,2
1.01,Premium,H,VS2,4839,4
1.03,Ideal,D,SI2,4839,5
1.08,Very Good,E,SI2,4840,3
1.14,Very Good,I,SI1,4840,3
1.07,Ideal,H,SI2,4840,5
1.12,Ideal,J,SI1,4840,5
1,Ideal,I,VS2,4841,5
1.21,Premium,J,VS2,4841,4
0.9,Very Good,H,VVS2,4842,3
1,Very Good,H,VS2,4842,3
1.11,Premium,H,SI1,4842,4
1.03,Premium,H,SI1,4843,4
1.03,Good,H,SI1,4843,2
1.01,Ideal,F,SI2,4843,5
1,Very Good,G,SI1,4844,3
0.82,Very Good,G,IF,4844,3
1,Good,F,SI1,4844,2
1,Good,F,SI1,4844,2
1.01,Fair,E,SI1,4844,1
1,Fair,E,SI1,4844,1
1.2,Premium,I,VS2,4844,4
1.2,Ideal,I,VS2,4844,5
1.05,Good,H,SI1,4845,2
1.03,Fair,D,SI1,4845,1
1.03,Ideal,E,SI2,4845,5
1.03,Premium,E,SI2,4845,4
0.9,Very Good,F,VS2,4846,3
0.9,Very Good,D,SI1,4846,3
1.04,Ideal,I,SI1,4846,5
1.01,Very Good,F,SI1,4846,3
0.72,Very Good,E,VVS1,4847,3
1.2,Good,G,SI2,4847,2
0.9,Good,H,VVS1,4847,2
1.11,Very Good,G,SI2,4848,3
1.03,Very Good,I,SI1,4848,3
0.91,Very Good,G,VVS2,4849,3
1.09,Very Good,H,SI1,4849,3
1.11,Ideal,I,SI1,4849,5
0.96,Fair,F,SI1,4849,1
1.64,Fair,G,I1,4849,1
0.31,Premium,G,SI1,593,4
0.31,Premium,G,SI1,593,4
0.31,Ideal,D,SI2,593,5
0.31,Premium,D,SI2,593,4
0.31,Ideal,D,SI2,593,5
0.31,Good,D,SI2,593,2
0.31,Very Good,D,SI2,593,3
0.31,Ideal,D,SI2,593,5
0.31,Ideal,D,SI2,593,5
0.31,Ideal,D,SI2,593,5
0.31,Premium,D,SI2,593,4
0.31,Ideal,D,SI2,593,5
0.31,Good,D,SI2,593,2
0.31,Premium,D,SI2,593,4
0.31,Ideal,D,SI2,593,5
0.31,Premium,D,SI2,593,4
0.31,Good,D,SI2,593,2
0.31,Premium,I,SI1,593,4
0.31,Ideal,D,SI2,593,5
0.3,Premium,H,VVS1,593,4
0.32,Very Good,E,VS2,594,3
0.33,Premium,I,VS2,594,4
0.33,Premium,I,VS2,594,4
0.33,Premium,I,VS2,594,4
0.33,Ideal,I,VS2,594,5
0.33,Premium,I,VS2,594,4
0.33,Ideal,I,VS2,594,5
0.33,Premium,I,VS2,594,4
0.33,Ideal,H,SI1,594,5
0.33,Premium,E,SI2,594,4
1.01,Very Good,J,VVS2,4850,3
1.15,Very Good,I,SI1,4851,3
1.05,Very Good,E,SI2,4851,3
1,Very Good,F,SI1,4851,3
1,Good,F,SI1,4851,2
1,Premium,F,SI1,4851,4
1,Very Good,F,SI1,4851,3
1,Good,F,SI1,4851,2
1.02,Ideal,F,SI2,4851,5
1.01,Ideal,H,SI1,4851,5
1.12,Very Good,G,SI2,4852,3
0.99,Very Good,F,SI2,4852,3
1.22,Ideal,F,SI2,4852,5
1.01,Very Good,F,SI2,4853,3
1.09,Very Good,F,SI2,4853,3
1.01,Good,E,SI1,4853,2
1.01,Premium,E,SI1,4853,4
1.12,Good,I,VS2,4853,2
1.01,Premium,G,VS1,4853,4
1.01,Good,E,SI1,4853,2
1.01,Fair,E,SI1,4853,1
1.01,Ideal,E,SI1,4853,5
1.01,Premium,E,SI1,4853,4
1.01,Premium,E,SI1,4853,4
1.01,Very Good,E,SI1,4853,3
1.13,Ideal,D,SI2,4854,5
0.89,Ideal,F,VS2,4854,5
1.11,Ideal,J,VS1,4854,5
0.9,Ideal,E,SI1,4854,5
1.24,Premium,H,SI2,4854,4
1.13,Premium,I,SI1,4854,4
1.01,Very Good,H,SI1,4855,3
1.02,Ideal,F,SI2,4855,5
1.02,Premium,G,SI1,4855,4
1.02,Premium,F,SI1,4855,4
1.23,Premium,J,VS2,4856,4
1.08,Very Good,E,SI2,4857,3
1.05,Premium,G,SI1,4857,4
1.01,Very Good,I,VS1,4858,3
0.9,Very Good,E,VS2,4858,3
1.01,Ideal,F,SI2,4858,5
0.93,Ideal,E,SI2,4858,5
1.24,Premium,I,VS2,4858,4
0.79,Ideal,F,VVS1,4858,5
1,Good,G,SI1,4859,2
0.91,Ideal,G,VS1,4860,5
0.71,Ideal,E,VVS1,4860,5
0.91,Fair,G,VS2,4860,1
1.26,Ideal,J,SI2,4860,5
1,Fair,H,VS2,4861,1
1.07,Very Good,G,SI1,4861,3
1.07,Very Good,D,SI2,4861,3
1.07,Good,G,SI1,4861,2
1.22,Very Good,J,SI2,4861,3
1,Ideal,D,SI1,4861,5
1.15,Premium,G,SI2,4861,4
1.24,Good,G,SI2,4861,2
1,Ideal,G,SI2,4861,5
1,Premium,H,VS2,4861,4
1,Good,H,VS2,4861,2
1.06,Ideal,F,SI1,4862,5
1.06,Premium,F,SI1,4862,4
1.06,Ideal,F,SI1,4862,5
1.06,Premium,F,SI1,4862,4
0.99,Very Good,G,SI1,4863,3
1.15,Premium,G,SI1,4863,4
1.31,Good,G,SI2,4864,2
1.08,Premium,F,SI1,4864,4
1,Ideal,E,SI1,4864,5
1,Very Good,E,SI1,4864,3
1,Very Good,E,SI1,4864,3
0.72,Ideal,E,VVS1,4864,5
0.96,Premium,E,SI1,4864,4
1.01,Fair,G,VS1,4864,1
1.19,Premium,I,SI1,4865,4
1.01,Good,H,SI2,4865,2
1.05,Ideal,F,SI2,4866,5
1,Ideal,G,SI1,4867,5
1,Very Good,D,SI2,4867,3
1.01,Very Good,H,SI1,4868,3
1.1,Ideal,I,SI1,4868,5
1.01,Ideal,G,SI1,4868,5
1.16,Very Good,I,VS2,4869,3
1.16,Ideal,I,VS2,4869,5
0.84,Very Good,D,VS1,4869,3
1.01,Very Good,F,SI1,4869,3
1.15,Ideal,H,SI2,4870,5
1.23,Good,J,SI1,4870,2
1.02,Ideal,H,SI2,4870,5
1.11,Very Good,H,SI1,4871,3
0.9,Ideal,H,VS2,4871,5
0.92,Ideal,E,SI2,4871,5
0.9,Ideal,G,SI1,4871,5
1.09,Ideal,H,SI1,4871,5
1.09,Very Good,H,SI1,4871,3
1.09,Premium,H,SI1,4871,4
1.09,Ideal,H,SI1,4871,5
1.09,Ideal,H,SI1,4871,5
0.9,Very Good,G,VS1,4872,3
1.2,Premium,I,SI1,4872,4
1.01,Ideal,I,SI1,4872,5
1.16,Premium,H,SI2,4872,4
1.06,Premium,H,SI1,4872,4
1.06,Premium,H,SI1,4872,4
1.16,Premium,I,SI1,4872,4
1.16,Premium,H,SI2,4872,4
1,Ideal,H,SI1,4872,5
1.16,Premium,I,SI1,4872,4
1.01,Ideal,D,SI2,4872,5
1.01,Premium,G,SI1,4872,4
1.03,Ideal,E,SI1,4873,5
1.07,Very Good,I,VS2,4873,3
1.01,Very Good,H,SI1,4873,3
1.03,Ideal,G,SI2,4873,5
1.13,Premium,H,SI2,4873,4
1.13,Premium,J,VS1,4873,4
1.13,Premium,H,SI2,4873,4
1.11,Fair,E,SI2,4873,1
1.03,Premium,H,VS1,4874,4
1.03,Ideal,H,VS1,4874,5
1.24,Ideal,J,SI1,4875,5
1.14,Very Good,G,SI2,4875,3
1.02,Very Good,H,SI1,4875,3
1.01,Premium,G,SI1,4875,4
1.01,Ideal,E,SI2,4875,5
1.01,Very Good,H,SI1,4876,3
1.01,Very Good,H,SI1,4876,3
1.23,Premium,F,SI2,4876,4
1.01,Ideal,H,SI1,4876,5
1.15,Ideal,G,SI2,4877,5
1.11,Good,D,SI2,4877,2
1.08,Premium,I,VS1,4877,4
1.1,Very Good,I,VS1,4878,3
1.28,Good,J,SI1,4878,2
1.05,Good,E,SI1,4878,2
1.06,Very Good,H,SI1,4878,3
1.01,Premium,E,SI2,4878,4
1.05,Premium,F,SI1,4879,4
0.93,Very Good,G,VS1,4879,3
1.21,Ideal,J,VS2,4879,5
1.03,Very Good,H,SI1,4879,3
1.32,Premium,H,SI2,4879,4
1.21,Ideal,I,SI2,4879,5
1.21,Premium,I,SI2,4879,4
1.21,Premium,I,SI2,4879,4
1.21,Premium,I,SI2,4879,4
1.16,Ideal,G,SI2,4880,5
1.21,Ideal,I,SI2,4880,5
1.02,Ideal,G,SI1,4882,5
1,Good,G,SI1,4882,2
1.11,Premium,G,SI2,4882,4
1.11,Ideal,H,SI2,4883,5
1.17,Ideal,J,SI1,4883,5
1.02,Premium,F,SI1,4884,4
1.14,Premium,G,SI2,4884,4
1.02,Premium,H,SI1,4884,4
0.9,Ideal,G,VS2,4884,5
1.21,Premium,I,VS2,4884,4
1.02,Premium,H,SI1,4884,4
1.02,Very Good,H,SI1,4884,3
1.02,Premium,H,SI1,4884,4
1.03,Premium,E,SI2,4885,4
1.18,Ideal,E,SI2,4885,5
1.01,Ideal,H,SI1,4886,5
1.21,Very Good,G,SI2,4887,3
1.01,Ideal,I,VS2,4887,5
1.06,Good,I,VS1,4887,2
1.01,Fair,G,VS2,4887,1
1.01,Fair,G,VS2,4887,1
0.75,Very Good,E,VVS1,4889,3
1.04,Premium,H,SI1,4890,4
1.04,Premium,H,SI1,4890,4
1.14,Very Good,H,SI1,4890,3
1.01,Very Good,F,SI1,4890,3
1.01,Very Good,G,SI1,4890,3
1.2,Ideal,I,SI2,4890,5
1.02,Ideal,G,SI2,4890,5
1.11,Ideal,I,SI1,4890,5
0.9,Premium,H,VVS1,4890,4
1.03,Ideal,F,SI2,4891,5
1.09,Ideal,F,SI2,4891,5
1.2,Very Good,J,SI1,4891,3
1,Fair,G,VS1,4892,1
1.04,Premium,E,SI2,4892,4
1.04,Premium,I,VS1,4892,4
0.96,Very Good,G,VS1,4892,3
1.04,Ideal,E,SI2,4892,5
1.04,Ideal,E,SI2,4892,5
0.91,Premium,F,VS2,4892,4
0.8,Very Good,E,VVS2,4893,3
1.05,Very Good,I,VS2,4895,3
1.23,Very Good,J,VS2,4896,3
1.1,Ideal,F,SI2,4897,5
1.1,Ideal,I,VS2,4897,5
0.9,Very Good,F,VS1,4898,3
0.9,Good,F,VS1,4898,2
1.47,Fair,H,I1,4898,1
1.01,Very Good,F,SI1,4899,3
1.01,Very Good,F,SI1,4899,3
1.01,Good,F,SI1,4899,2
1.01,Good,F,SI1,4899,2
1.01,Very Good,F,SI1,4899,3
1.01,Good,F,SI1,4899,2
1.01,Good,F,SI1,4899,2
1.01,Good,F,SI1,4899,2
1.01,Premium,F,SI1,4899,4
1.01,Premium,F,SI1,4899,4
0.87,Ideal,G,VS2,4899,5
1.07,Ideal,H,SI2,4899,5
1.03,Ideal,G,SI1,4900,5
1.06,Very Good,H,SI1,4900,3
1.03,Ideal,H,SI1,4900,5
0.97,Good,F,SI1,4900,2
1.03,Premium,G,SI1,4900,4
1.03,Ideal,G,SI1,4900,5
1.03,Premium,G,SI1,4900,4
1.25,Ideal,H,SI2,4900,5
1,Very Good,F,SI2,4901,3
1.02,Very Good,E,SI1,4901,3
0.94,Very Good,D,SI1,4902,3
0.94,Very Good,D,SI1,4902,3
1.18,Fair,F,SI2,4903,1
1.06,Premium,D,SI2,4903,4
1.03,Very Good,G,SI1,4903,3
1.06,Premium,G,SI1,4903,4
0.78,Very Good,E,VVS1,4904,3
1.02,Very Good,D,SI2,4904,3
1.14,Very Good,J,VS1,4905,3
1.08,Very Good,G,SI1,4906,3
1.04,Very Good,D,SI2,4906,3
1.14,Ideal,J,VS2,4906,5
1.2,Premium,H,SI2,4906,4
1.24,Premium,F,SI2,4907,4
1.02,Premium,D,SI2,4907,4
1.01,Premium,D,SI1,4909,4
1.01,Good,D,SI1,4909,2
1.01,Premium,D,SI1,4909,4
1.01,Good,H,VS2,4909,2
1.01,Ideal,H,VS2,4909,5
1.01,Premium,H,VS2,4909,4
1.13,Ideal,H,SI2,4911,5
1.11,Premium,I,SI1,4911,4
1.15,Ideal,H,SI1,4911,5
1.04,Very Good,H,VS2,4911,3
1.01,Good,E,SI1,4912,2
1.01,Good,E,SI1,4912,2
1.01,Very Good,E,SI1,4912,3
1.01,Very Good,E,SI1,4912,3
1.02,Premium,D,SI2,4912,4
1.02,Ideal,E,SI2,4912,5
0.91,Very Good,G,VVS2,4913,3
1.21,Premium,H,SI2,4913,4
1.12,Very Good,I,VS2,4914,3
1.11,Very Good,E,SI2,4914,3
0.91,Very Good,E,SI1,4914,3
1.19,Ideal,H,SI2,4914,5
1.17,Good,H,SI2,4914,2
0.9,Premium,E,VS1,4914,4
0.9,Good,G,VVS2,4914,2
0.9,Premium,D,VS2,4914,4
1.17,Good,I,SI1,4914,2
1.22,Ideal,H,VS2,4914,5
1.17,Premium,H,SI2,4914,4
1.17,Premium,I,SI1,4914,4
1.2,Fair,F,SI2,4915,1
1.14,Very Good,E,SI2,4915,3
1.15,Very Good,F,SI2,4915,3
0.97,Premium,E,SI1,4915,4
1.1,Premium,H,SI1,4916,4
1.1,Premium,H,SI1,4916,4
1.01,Premium,G,SI1,4916,4
1.01,Very Good,G,SI1,4916,3
1.01,Ideal,D,SI2,4916,5
1.01,Ideal,D,SI2,4916,5
1.01,Very Good,G,SI1,4916,3
1.24,Premium,D,SI2,4916,4
1.14,Ideal,H,SI1,4916,5
0.59,Ideal,D,IF,4916,5
1,Good,E,SI1,4916,2
1,Good,E,SI1,4916,2
1.2,Fair,H,SI2,4916,1
1.1,Premium,H,SI1,4916,4
1.24,Ideal,G,SI1,4916,5
1.33,Fair,E,SI2,4916,1
1.18,Premium,H,VS2,4916,4
1.1,Ideal,H,SI1,4916,5
0.91,Very Good,F,VS2,4917,3
1.02,Ideal,H,SI2,4918,5
1.07,Ideal,H,SI1,4918,5
1.23,Premium,G,SI2,4918,4
0.9,Ideal,D,SI1,4919,5
0.9,Very Good,E,VS2,4919,3
1,Very Good,G,SI1,4919,3
0.91,Ideal,H,SI1,4919,5
1.22,Premium,I,SI2,4919,4
1.09,Good,H,SI1,4920,2
1.06,Premium,I,VS1,4920,4
0.9,Very Good,E,SI1,4921,3
0.9,Ideal,E,SI1,4921,5
1.01,Premium,H,VS2,4921,4
0.33,Premium,E,SI2,594,4
0.33,Ideal,G,SI2,594,5
0.31,Ideal,H,VS2,595,5
0.25,Ideal,F,VS1,595,5
0.25,Ideal,F,VS1,595,5
0.25,Ideal,F,VS1,595,5
0.31,Ideal,E,SI1,595,5
0.31,Ideal,H,SI1,595,5
0.37,Good,I,VS2,595,2
0.32,Very Good,H,VVS2,596,3
0.28,Very Good,F,VVS2,596,3
0.28,Very Good,E,VVS2,596,3
0.28,Very Good,E,VVS2,596,3
0.32,Very Good,I,VVS1,596,3
0.28,Very Good,D,VVS1,596,3
0.31,Ideal,H,VVS2,596,5
0.31,Ideal,G,VS1,596,5
0.4,Ideal,H,SI2,596,5
0.4,Ideal,H,SI2,596,5
0.35,Ideal,F,SI1,596,5
0.34,Ideal,D,SI1,596,5
0.28,Good,F,VVS2,596,2
0.35,Good,F,VS2,596,2
0.38,Premium,E,SI2,596,4
0.34,Good,E,SI1,596,2
0.34,Premium,E,SI1,596,4
0.34,Very Good,G,VS2,596,3
0.34,Ideal,E,SI1,596,5
0.34,Ideal,H,VS1,596,5
0.34,Ideal,E,SI1,596,5
1.01,Ideal,E,SI2,4921,5
1.01,Premium,E,SI2,4921,4
0.91,Very Good,H,VS2,4922,3
1.13,Very Good,E,SI1,4922,3
0.91,Very Good,G,SI1,4922,3
0.91,Ideal,G,SI1,4922,5
0.91,Ideal,G,SI1,4922,5
0.9,Very Good,F,VS2,4924,3
0.9,Ideal,H,VVS2,4924,5
1.02,Ideal,H,SI1,4924,5
0.93,Very Good,F,VS2,4925,3
0.9,Very Good,E,VS2,4925,3
1.15,Ideal,I,SI1,4925,5
1,Fair,F,SI1,4925,1
0.81,Ideal,F,VVS2,4926,5
1.21,Fair,E,SI2,4926,1
0.72,Ideal,E,VVS2,4927,5
1.2,Ideal,J,VS2,4927,5
1.15,Ideal,G,SI2,4927,5
1,Good,D,SI1,4928,2
1.01,Good,E,SI1,4928,2
1,Ideal,D,SI1,4928,5
1.03,Ideal,G,SI2,4928,5
1.03,Ideal,G,SI1,4928,5
1,Fair,G,VVS2,4928,1
1.1,Premium,F,SI2,4928,4
1,Premium,D,SI2,4928,4
1.21,Very Good,I,SI2,4929,3
1,Premium,H,VS2,4930,4
1.27,Ideal,J,SI2,4931,5
0.82,Ideal,F,VS2,4931,5
0.9,Ideal,G,VS1,4931,5
1.19,Good,J,VS1,4931,2
1.02,Very Good,H,SI1,4932,3
1.02,Very Good,H,SI1,4932,3
1.13,Ideal,H,SI2,4932,5
1.05,Ideal,D,SI2,4932,5
1.03,Premium,H,SI1,4932,4
1.03,Very Good,H,SI1,4932,3
1.03,Premium,H,SI1,4932,4
1.08,Very Good,I,SI1,4933,3
1.21,Premium,E,SI2,4933,4
1.14,Very Good,G,SI2,4935,3
1.02,Fair,H,SI1,4935,1
1,Good,E,SI1,4936,2
1.02,Good,F,SI1,4936,2
1.13,Premium,E,SI2,4936,4
1.13,Ideal,I,SI1,4936,5
1.27,Ideal,G,SI2,4936,5
1.05,Good,H,SI1,4937,2
1.05,Ideal,H,SI1,4937,5
0.71,Ideal,F,VVS1,4937,5
1.24,Ideal,I,SI2,4937,5
1.29,Very Good,G,SI2,4937,3
1.1,Very Good,H,SI1,4938,3
1,Ideal,F,SI1,4939,5
1,Ideal,F,SI1,4939,5
0.9,Very Good,H,VS1,4939,3
1.5,Fair,H,I1,4939,1
1.5,Fair,H,I1,4939,1
1.01,Premium,D,SI2,4939,4
1.26,Ideal,E,SI2,4939,5
0.91,Ideal,H,VS1,4939,5
1,Premium,F,SI1,4939,4
1,Premium,F,SI1,4939,4
1,Premium,F,SI1,4939,4
1.4,Premium,J,SI1,4939,4
1.15,Premium,I,SI1,4939,4
1,Very Good,F,SI1,4939,3
1,Premium,F,SI1,4939,4
1,Good,F,SI1,4939,2
1.05,Premium,E,SI2,4939,4
1.15,Very Good,D,SI2,4939,3
1.13,Ideal,I,VS2,4940,5
0.9,Ideal,E,SI1,4940,5
1.04,Ideal,I,SI1,4941,5
1.03,Premium,F,SI1,4942,4
1.11,Premium,I,VS2,4942,4
1.11,Ideal,F,SI2,4942,5
1.07,Premium,E,SI2,4943,4
1.07,Premium,E,SI2,4943,4
1.01,Ideal,H,SI1,4943,5
1.01,Premium,H,SI1,4943,4
0.97,Ideal,H,VS2,4943,5
0.91,Premium,H,VVS1,4944,4
1.21,Very Good,H,SI1,4944,3
0.9,Very Good,D,SI2,4946,3
1.02,Ideal,D,SI2,4946,5
1.21,Premium,D,SI2,4946,4
1.02,Good,F,SI1,4948,2
1.02,Good,D,SI1,4948,2
1.02,Very Good,F,SI1,4948,3
1.04,Very Good,I,SI1,4948,3
1.04,Premium,G,SI1,4948,4
1.14,Premium,H,SI1,4948,4
1.07,Premium,D,SI2,4949,4
1.07,Very Good,G,SI1,4949,3
1.07,Premium,G,SI1,4949,4
1.07,Premium,D,SI2,4949,4
1.01,Premium,H,SI1,4949,4
1.25,Very Good,I,SI2,4950,3
1,Premium,H,VS1,4950,4
0.98,Ideal,F,SI1,4950,5
0.7,Ideal,F,VVS1,4951,5
0.7,Ideal,F,VVS1,4951,5
1.12,Very Good,F,SI2,4953,3
1,Very Good,H,SI1,4953,3
1.26,Good,I,SI2,4953,2
1.14,Ideal,I,SI1,4953,5
1,Premium,E,SI1,4953,4
1.08,Premium,F,SI1,4953,4
1.34,Premium,G,SI2,4953,4
1.07,Ideal,F,SI2,4954,5
1.12,Ideal,G,SI2,4955,5
1.07,Ideal,H,SI1,4955,5
1.01,Premium,H,VVS1,4955,4
1,Ideal,D,SI2,4956,5
1,Ideal,G,SI1,4956,5
1.18,Premium,I,SI1,4956,4
1.18,Premium,H,SI2,4956,4
1.18,Premium,H,SI2,4956,4
1.18,Premium,I,SI1,4956,4
1,Ideal,G,SI1,4956,5
1,Ideal,G,SI1,4956,5
1,Ideal,G,SI1,4956,5
1,Premium,G,SI1,4956,4
1.14,Very Good,D,SI2,4957,3
1.02,Premium,H,VS2,4958,4
1.07,Ideal,I,SI1,4958,5
0.95,Ideal,H,SI1,4958,5
1.16,Premium,I,VS2,4958,4
1.02,Premium,H,VS2,4958,4
1.09,Very Good,I,VS2,4959,3
1.13,Very Good,H,SI1,4959,3
1.13,Ideal,H,SI1,4959,5
1.01,Very Good,H,VS2,4959,3
1.01,Premium,H,VS2,4959,4
1.01,Premium,H,VS2,4959,4
1.01,Good,H,VS2,4959,2
1.15,Premium,H,SI2,4959,4
1.15,Premium,I,SI1,4959,4
1.23,Ideal,J,SI1,4959,5
1.15,Ideal,H,SI2,4959,5
1.11,Premium,H,SI1,4960,4
1.23,Very Good,J,VS2,4960,3
0.9,Very Good,F,VS1,4961,3
0.9,Very Good,F,VS1,4961,3
0.93,Premium,F,VS2,4961,4
0.93,Premium,F,VS2,4961,4
1,Very Good,F,SI1,4961,3
1,Good,F,SI1,4961,2
1.1,Ideal,I,VS2,4962,5
0.9,Very Good,H,VVS2,4963,3
1.2,Very Good,J,VS2,4963,3
1.11,Good,I,VS2,4963,2
1.03,Very Good,D,SI2,4963,3
0.83,Ideal,G,VVS1,4963,5
1.02,Good,G,SI1,4964,2
1.02,Very Good,D,SI2,4964,3
1.02,Very Good,D,SI2,4964,3
1.02,Very Good,G,SI1,4964,3
1.03,Very Good,H,SI2,4964,3
0.9,Ideal,H,VS1,4964,5
1.13,Premium,I,VS2,4964,4
1.08,Ideal,H,SI1,4964,5
1.32,Very Good,I,SI2,4965,3
1.09,Ideal,H,SI1,4965,5
1.01,Premium,H,SI1,4965,4
1.01,Premium,H,SI1,4965,4
1.55,Good,G,I1,4965,2
1.01,Ideal,H,SI1,4965,5
1.26,Fair,G,SI2,4966,1
1.1,Premium,E,SI2,4967,4
1.1,Premium,E,SI2,4967,4
1.1,Good,I,VS1,4967,2
1.28,Very Good,J,SI1,4967,3
1.05,Good,E,SI1,4967,2
1.28,Ideal,J,SI1,4967,5
1.02,Ideal,F,SI2,4968,5
1.21,Ideal,J,SI1,4968,5
1.21,Premium,J,VS2,4968,4
1.21,Ideal,J,VS2,4968,5
1.01,Ideal,F,SI1,4969,5
1.01,Very Good,F,SI1,4969,3
1.01,Very Good,F,SI1,4969,3
1.01,Premium,F,SI1,4969,4
1.22,Very Good,J,SI1,4969,3
1.11,Ideal,E,SI2,4969,5
1.11,Ideal,E,SI2,4969,5
0.91,Premium,E,VS1,4969,4
1.16,Premium,G,SI2,4969,4
